region_en,region_ru,settlement_type,settlement_en,settlement_ru,lat,lon,deaths,district_ru
Sverdlovsk Oblast,Свердловская область,Village,Bolshoe Sedelnikovo,деревня Большое Седельниково,56.654,60.711,4,
Sverdlovsk Oblast,Свердловская область,Village,Bor,деревня Бор,57.056,63.463,1,
Sverdlovsk Oblast,Свердловская область,Village,Bubenshchikova,деревня Бубенщикова,57.203,63.249,1,
Sverdlovsk Oblast,Свердловская область,Village,Vaskino,деревня Васькино,56.753,58.808,1,
Sverdlovsk Oblast,Свердловская область,Village,Verkhnie Tavolgi,деревня Верхние Таволги,57.568,60.374,1,
Sverdlovsk Oblast,Свердловская область,Village,Verkhniy Bardym,деревня Верхний Бардым,56.425,58.286,2,
Sverdlovsk Oblast,Свердловская область,Village,Verkhniy Bugalysh,деревня Верхний Бугалыш,56.303,58.012,1,
Sverdlovsk Oblast,Свердловская область,Village,Verkhnyaya Boevka,деревня Верхняя Боевка,56.252,60.97,1,
Sverdlovsk Oblast,Свердловская область,Village,Verkhnyaya Ilenka,деревня Верхняя Иленка,57.562,63.991,1,
Sverdlovsk Oblast,Свердловская область,Village,Verkhnyaya Poldnevaya,деревня Верхняя Полдневая,56.643,62.185,1,
Sverdlovsk Oblast,Свердловская область,Village,Vikhlyaeva,деревня Вихляева,56.695,63.978,1,
Sverdlovsk Oblast,Свердловская область,Village,Galaktionovka,деревня Галактионовка,57.96,63.866,1,
Sverdlovsk Oblast,Свердловская область,Village,Galashova,деревня Галашова,57.332,64.553,1,
Sverdlovsk Oblast,Свердловская область,Village,Gerasimovka,деревня Герасимовка,58.089,65.785,1,
Sverdlovsk Oblast,Свердловская область,Village,Gileva,деревня Гилева,57.083,64.94,1,Тугулымский округ
Sverdlovsk Oblast,Свердловская область,Village,Gora,деревня Гора,57.362,58.22,1,
Sverdlovsk Oblast,Свердловская область,Village,Grozina,деревня Грозина,56.985,64.172,1,
Sverdlovsk Oblast,Свердловская область,Village,Gurino,деревня Гурино,57.542,61.352,1,
Sverdlovsk Oblast,Свердловская область,Village,Dubskaya,деревня Дубская,57.672,63.195,4,
Sverdlovsk Oblast,Свердловская область,Village,Erzovka,деревня Ерзовка,57.637,63.166,1,Городской округ Ирбитское муниципальное образование
Sverdlovsk Oblast,Свердловская область,Village,Ermakova,деревня Ермакова,57.413,64.296,2,
Sverdlovsk Oblast,Свердловская область,Village,Zaimka,деревня Заимка,58.838,60.919,1,Городской округ Верхотурский
Sverdlovsk Oblast,Свердловская область,Village,Zarechnaya,деревня Заречная,56.801,62.813,2,Камышловский р-н
Sverdlovsk Oblast,Свердловская область,Village,Zarubina,деревня Зарубина,56.604,63.909,1,
Sverdlovsk Oblast,Свердловская область,Village,Zaufa,деревня Зауфа,56.476,57.762,1,
Sverdlovsk Oblast,Свердловская область,Village,Zlatogorova,деревня Златогорова,56.567,61.354,1,
Sverdlovsk Oblast,Свердловская область,Village,Zueva,деревня Зуева,57.43,64.354,1,
Sverdlovsk Oblast,Свердловская область,Village,Ivanishcheva,деревня Иванищева,57.733,62.784,1,
Sverdlovsk Oblast,Свердловская область,Village,Ilyata,деревня Ильята,56.757,58.148,1,
Sverdlovsk Oblast,Свердловская область,Village,Inisheva,деревня Инишева,57.358,63.386,2,
Sverdlovsk Oblast,Свердловская область,Village,Kalachiki,деревня Калачики,57.189,63.426,1,Талицкий округ
Sverdlovsk Oblast,Свердловская область,Village,Katyshka,деревня Катышка,57.648,61.745,1,
Sverdlovsk Oblast,Свердловская область,Village,Klyuchi,деревня Ключи,56.623,61.059,1,Сысертский округ
Sverdlovsk Oblast,Свердловская область,Village,Klyuchi,деревня Ключи,57.905,62.282,1,Городской округ муниципальное образование Алапаевское
Sverdlovsk Oblast,Свердловская область,Village,Koksharova,деревня Кокшарова,56.851,62.582,1,Камышловский р-н
Sverdlovsk Oblast,Свердловская область,Village,Komarova,деревня Комарова,56.755,63.121,1,Пышминский округ
Sverdlovsk Oblast,Свердловская область,Village,Kostroma,деревня Кострома,57.793,62.084,1,
Sverdlovsk Oblast,Свердловская область,Village,Kotyurova,деревня Котюрова,56.673,62.652,1,
Sverdlovsk Oblast,Свердловская область,Village,Kochkilda,деревня Кочкильда,56.856,57.993,1,
Sverdlovsk Oblast,Свердловская область,Village,Kraychikova,деревня Крайчикова,56.219,62.047,1,
Sverdlovsk Oblast,Свердловская область,Village,Kremlevka,деревня Кремлевка,56.463,61.968,1,
Sverdlovsk Oblast,Свердловская область,Village,Kuznetsovo,деревня Кузнецово,58.461,64.78,2,Таборинский р-н
Sverdlovsk Oblast,Свердловская область,Village,Kuliga,деревня Кулига,57.616,61.683,1,
Sverdlovsk Oblast,Свердловская область,Village,Kurmanka,деревня Курманка,56.762,61.286,2,
Sverdlovsk Oblast,Свердловская область,Village,Lenino,деревня Ленино,58.127,65.336,1,
Sverdlovsk Oblast,Свердловская область,Village,Lugovaya,деревня Луговая,56.939,64.551,2,Тугулымский округ
Sverdlovsk Oblast,Свердловская область,Village,Makuy,деревня Макуй,57.797,64.265,1,
Sverdlovsk Oblast,Свердловская область,Village,Malaya Belonosova,деревня Малая Белоносова,56.468,61.668,1,
Sverdlovsk Oblast,Свердловская область,Village,Malinovka,деревня Малиновка,56.867,61.509,1,Белоярский округ
Sverdlovsk Oblast,Свердловская область,Village,Malygino,деревня Малыгино,58.237,60.961,1,
Sverdlovsk Oblast,Свердловская область,Village,Malyy Turysh,деревня Малый Турыш,56.725,57.632,2,
Sverdlovsk Oblast,Свердловская область,Village,Mariyskie Karshi,деревня Марийские Карши,56.829,58.059,1,
Sverdlovsk Oblast,Свердловская область,Village,Mariyskiy Ust-Mash,деревня Марийский Усть-Маш,56.333,57.901,2,
Sverdlovsk Oblast,Свердловская область,Village,Melnikova,деревня Мельникова,57.689,63.031,1,Городской округ Ирбитское муниципальное образование
Sverdlovsk Oblast,Свердловская область,Village,Mostovaya,деревня Мостовая,57.246,62.537,1,Городской округ Ирбитское муниципальное образование
Sverdlovsk Oblast,Свердловская область,Village,Mostovka,деревня Мостовка,58.164,65.524,1,Тавдинский округ
Sverdlovsk Oblast,Свердловская область,Village,Mokhireva,деревня Мохирева,57.014,64.028,1,
Sverdlovsk Oblast,Свердловская область,Village,Nalimovo,деревня Налимово,57.433,61.936,1,
Sverdlovsk Oblast,Свердловская область,Village,Nizhnie Tavolgi,деревня Нижние Таволги,57.585,60.377,1,
Sverdlovsk Oblast,Свердловская область,Village,Nizhniy Ariy,деревня Нижний Арий,56.723,58.193,2,
Sverdlovsk Oblast,Свердловская область,Village,Nizhniy Katarach,деревня Нижний Катарач,56.645,64.102,1,
Sverdlovsk Oblast,Свердловская область,Village,Nizhnyaya,деревня Нижняя,57.643,63.315,2,
Sverdlovsk Oblast,Свердловская область,Village,Nikitino,деревня Никитино,57.941,60.463,1,
Sverdlovsk Oblast,Свердловская область,Village,Novyy Bugalysh,деревня Новый Бугалыш,56.301,57.944,2,
Sverdlovsk Oblast,Свердловская область,Village,Overino,деревня Оверино,58.272,64.765,3,
Sverdlovsk Oblast,Свердловская область,Village,Oshmarka,деревня Ошмарка,58.181,65.045,1,
Sverdlovsk Oblast,Свердловская область,Village,Panova,деревня Панова,57.182,63.473,2,
Sverdlovsk Oblast,Свердловская область,Village,Panteleykovo,деревня Пантелейково,56.363,58.567,1,
Sverdlovsk Oblast,Свердловская область,Village,Pervomayskaya,деревня Первомайская,57.438,62.696,1,
Sverdlovsk Oblast,Свердловская область,Village,Perebor,деревня Перебор,56.442,61.57,1,
Sverdlovsk Oblast,Свердловская область,Village,Pershata,деревня Першата,57.066,62.876,1,
Sverdlovsk Oblast,Свердловская область,Village,Pershina,деревня Першина,57.258,62.639,1,
Sverdlovsk Oblast,Свердловская область,Village,Podgornaya,деревня Подгорная,56.731,57.804,1,
Sverdlovsk Oblast,Свердловская область,Village,Poldnevaya,деревня Полдневая,56.179,58.315,1,
Sverdlovsk Oblast,Свердловская область,Village,Potaskueva,деревня Потаскуева,56.84,64.284,1,Тугулымский округ
Sverdlovsk Oblast,Свердловская область,Village,Pokhodilova,деревня Походилова,56.364,61.283,1,
Sverdlovsk Oblast,Свердловская область,Village,Pochinok,деревня Починок,57.072,59.938,3,
Sverdlovsk Oblast,Свердловская область,Village,Pridannikovo,деревня Приданниково,56.652,57.787,3,
Sverdlovsk Oblast,Свердловская область,Village,Pryadeina,деревня Прядеина,57.391,63.071,1,
Sverdlovsk Oblast,Свердловская область,Village,Retneva,деревня Ретнева,57.553,62.663,1,
Sverdlovsk Oblast,Свердловская область,Village,Rechkalova,деревня Речкалова,57.582,62.829,3,
Sverdlovsk Oblast,Свердловская область,Village,Rusakova,деревня Русакова,56.741,63.121,1,
Sverdlovsk Oblast,Свердловская область,Village,Russkiy Ust-Mash,деревня Русский Усть-Маш,56.318,57.873,1,
Sverdlovsk Oblast,Свердловская область,Village,Rybino,деревня Рыбино,56.143,58.242,1,
Sverdlovsk Oblast,Свердловская область,Village,Savina,деревня Савина,56.902,63.208,1,
Sverdlovsk Oblast,Свердловская область,Village,Savinova,деревня Савинова,59.021,60.339,1,
Sverdlovsk Oblast,Свердловская область,Village,Severnaya,деревня Северная,58.008,60.444,1,
Sverdlovsk Oblast,Свердловская область,Village,Skomorokhova,деревня Скоморохова,57.524,64.12,1,
Sverdlovsk Oblast,Свердловская область,Village,Sugat,деревня Сугат,57.091,63.739,1,
Sverdlovsk Oblast,Свердловская область,Village,Syzgi,деревня Сызги,56.447,57.859,1,
Sverdlovsk Oblast,Свердловская область,Village,Trekhozernaya,деревня Трехозерная,56.631,63.605,2,
Sverdlovsk Oblast,Свердловская область,Village,Trubina,деревня Трубина,56.698,63.148,1,Пышминский округ
Sverdlovsk Oblast,Свердловская область,Village,Trubina,деревня Трубина,57.73,63.053,1,Городской округ Ирбитское муниципальное образование
Sverdlovsk Oblast,Свердловская область,Village,Uval,деревня Увал,57.807,65.574,1,
Sverdlovsk Oblast,Свердловская область,Village,Udintseva,деревня Удинцева,57.923,62.679,1,
Sverdlovsk Oblast,Свердловская область,Village,Ufa-Shigiri,деревня Уфа-Шигири,56.448,58.926,1,
Sverdlovsk Oblast,Свердловская область,Village,Fomina,деревня Фомина,57.69,62.984,1,
Sverdlovsk Oblast,Свердловская область,Village,Kholkina,деревня Холкина,57.061,63.007,1,
Sverdlovsk Oblast,Свердловская область,Village,Chasovaya,деревня Часовая,56.48,61.571,1,
Sverdlovsk Oblast,Свердловская область,Village,Chernobrovkina,деревня Чернобровкина,56.665,61.256,1,
Sverdlovsk Oblast,Свердловская область,Village,Chernoskutova,деревня Черноскутова,56.356,62.146,1,
Sverdlovsk Oblast,Свердловская область,Village,Chernousova,деревня Черноусова,56.534,61.76,1,
Sverdlovsk Oblast,Свердловская область,Village,Chupina,деревня Чупина,57.094,63.882,2,
Sverdlovsk Oblast,Свердловская область,Village,Shadrinka,деревня Шадринка,57.423,64.76,1,
Sverdlovsk Oblast,Свердловская область,Village,Sharama,деревня Шарама,56.426,59.021,1,
Sverdlovsk Oblast,Свердловская область,Village,Shilova,деревня Шилова,56.477,61.376,1,
Sverdlovsk Oblast,Свердловская область,Village,Yushkova,деревня Юшкова,57.123,64.722,1,
Sverdlovsk Oblast,Свердловская область,Village,Yadryshnikova,деревня Ядрышникова,57.16,64.752,2,
Sverdlovsk Oblast,Свердловская область,Village,Yalym,деревня Ялым,56.783,58.095,3,
Sverdlovsk Oblast,Свердловская область,Village,Yachmeneva,деревня Ячменева,57.87,62.229,1,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Arti,пгт Арти,56.423,58.535,31,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Atig,пгт Атиг,56.686,59.422,2,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Achit,пгт Ачит,56.8,57.897,20,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Beloyarskiy,пгт Белоярский,56.752,61.402,51,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Bisert,пгт Бисерть,56.862,59.051,16,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Verkh-Neyvinskiy,пгт Верх-Нейвинский,57.266,60.132,8,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Verkhnee Dubrovo,пгт Верхнее Дуброво,56.753,61.044,9,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Verkhnie Sergi,пгт Верхние Серги,56.649,59.56,4,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Verkhnyaya Sinyachikha,пгт Верхняя Синячиха,57.983,61.666,13,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Gari,пгт Гари,59.432,62.346,3,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Gornouralskiy,пгт Горноуральский,57.762,60.463,34,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Druzhinino,пгт Дружинино,56.789,59.518,4,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Malysheva,пгт Малышева,57.105,61.415,6,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Martyush,пгт Мартюш,56.4,61.887,6,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Makhnevo,пгт Махнево,58.447,61.708,4,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Natalinsk,пгт Натальинск,56.475,57.87,5,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Pelym,пгт Пелым,61.017,61.989,7,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Pyshma,пгт Пышма,56.953,63.247,31,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Reftinskiy,пгт Рефтинский,57.091,61.656,22,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Svobodnyy,пгт Свободный,58.037,60.389,6,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Sosva,пгт Сосьва,60.405,59.901,14,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Staroutkinsk,пгт Староуткинск,57.229,59.331,8,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Tugulym,пгт Тугулым,57.059,64.641,19,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Uralskiy,пгт Уральский,56.674,61.081,1,
Sverdlovsk Oblast,Свердловская область,Urban-type settlement,Shalya,пгт Шаля,57.251,58.732,18,
Sverdlovsk Oblast,Свердловская область,Settlement,Azanka,поселок Азанка,58.04,64.792,4,
Sverdlovsk Oblast,Свердловская область,Settlement,Aziatskaya,поселок Азиатская,58.354,59.535,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Altynay,поселок Алтынай,57.068,61.989,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Aramil,поселок Арамиль,56.695,60.834,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Asbestovskiy,поселок Асбестовский,57.756,61.396,5,
Sverdlovsk Oblast,Свердловская область,Settlement,Atymya,поселок Атымья,59.649,63.099,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Ayat,поселок Аять,57.032,60.232,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Baranchinskiy,поселок Баранчинский,58.162,59.697,4,
Sverdlovsk Oblast,Свердловская область,Settlement,Basyanovskiy,поселок Басьяновский,58.31,60.733,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Berezovaya Roshcha,поселок Березовая Роща,56.644,57.731,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Bilimbay,поселок Билимбай,56.964,59.817,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Bobrovskiy,поселок Бобровский,56.68,60.971,5,
Sverdlovsk Oblast,Свердловская область,Settlement,Bolshoy Istok,поселок Большой Исток,56.721,60.77,6,
Sverdlovsk Oblast,Свердловская область,Settlement,Bulanash,поселок Буланаш,57.277,61.991,33,
Sverdlovsk Oblast,Свердловская область,Settlement,Valerianovsk,поселок Валериановск,58.762,59.557,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Verkhnyaya Sysert,поселок Верхняя Сысерть,56.438,60.755,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Visim,поселок Висим,57.652,59.496,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Vogulka,поселок Вогулка,57.336,58.522,4,
Sverdlovsk Oblast,Свердловская область,Settlement,Vorontsovka,поселок Воронцовка,59.658,60.237,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Vostochnyy,поселок Восточный,56.927,63.021,4,Сосьвинский округ
Sverdlovsk Oblast,Свердловская область,Settlement,Voskhod,поселок Восход,56.727,62.844,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Gagarskiy,поселок Гагарский,56.75,61.195,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Gornyy,поселок Горный,59.49,62.442,1,Гаринский округ
Sverdlovsk Oblast,Свердловская область,Settlement,Gornyy,поселок Горный,56.434,61.591,1,Каменский округ
Sverdlovsk Oblast,Свердловская область,Settlement,Dalniy,поселок Дальний,58.022,59.573,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Dvurechensk,поселок Двуреченск,56.596,61.094,7,
Sverdlovsk Oblast,Свердловская область,Settlement,Denezhkino,поселок Денежкино,60.22,60.404,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Druzhba,поселок Дружба,57.901,61.912,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Ekaterininka,поселок Екатерининка,60.42,60.43,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Elanskiy,поселок Еланский,56.812,62.492,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Ertarskiy,поселок Ертарский,56.79,64.295,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Zabelnyy,поселок Забельный,57.501,60.169,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Zavodouspenskoe,поселок Заводоуспенское,56.862,65.02,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Zaykovo,поселок Зайково,57.535,62.722,8,
Sverdlovsk Oblast,Свердловская область,Settlement,Zarya,поселок Заря,56.743,57.961,3,Ачитский округ
Sverdlovsk Oblast,Свердловская область,Settlement,Zarya,поселок Заря,57.868,61.73,3,Городской округ муниципальное образование Алапаевское
Sverdlovsk Oblast,Свердловская область,Settlement,Zemlyanoe,поселок Земляное,58.002,65.066,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Zernobaza,поселок Зернобаза,56.759,58.006,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Izumrud,поселок Изумруд,57.074,61.4,3,
Sverdlovsk Oblast,Свердловская область,Settlement,Ilim,поселок Илим,57.367,58.966,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Is,поселок Ис,58.792,59.717,3,
Sverdlovsk Oblast,Свердловская область,Settlement,Istok,поселок Исток,56.786,60.886,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Kalinovo,поселок Калиново,57.133,60.15,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Kalya,поселок Калья,60.243,59.986,4,
Sverdlovsk Oblast,Свердловская область,Settlement,Karabashka,поселок Карабашка,58.447,65.699,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Karpuninskiy,поселок Карпунинский,58.72,61.8,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Karpushikha,поселок Карпушиха,57.501,59.893,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Kedrovka,поселок Кедровка,57.003,60.773,3,
Sverdlovsk Oblast,Свердловская область,Settlement,Klyuchevaya,поселок Ключевая,56.83,58.477,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Klyuchevsk,поселок Ключевск,57.121,60.943,5,
Sverdlovsk Oblast,Свердловская область,Settlement,Kolpakovka,поселок Колпаковка,57.456,58.813,3,
Sverdlovsk Oblast,Свердловская область,Settlement,Komsomolskiy,поселок Комсомольский,57.119,63.941,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Kostousovo,поселок Костоусово,57.266,61.222,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Krasnoarmeets,поселок Красноармеец,56.325,59.026,3,
Sverdlovsk Oblast,Свердловская область,Settlement,Krasnogvardeyskiy,поселок Красногвардейский,57.379,62.316,13,Артемовский округ
Sverdlovsk Oblast,Свердловская область,Settlement,Krasnoyarka,поселок Красноярка,59.424,60.518,3,
Sverdlovsk Oblast,Свердловская область,Settlement,Krasnyy,поселок Красный,57.056,60.684,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Krutikha,поселок Крутиха,57.212,61.105,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Krylatovskiy,поселок Крылатовский,56.62,60.199,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Kuzino,поселок Кузино,57.015,59.436,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Kuznetsovskiy,поселок Кузнецовский,57.185,64.073,3,
Sverdlovsk Oblast,Свердловская область,Settlement,Laya,поселок Лая,58.049,59.862,3,
Sverdlovsk Oblast,Свердловская область,Settlement,Lebyazhe,поселок Лебяжье,56.546,61.659,1,Каменский округ
Sverdlovsk Oblast,Свердловская область,Settlement,Levikha,поселок Левиха,57.588,59.902,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Lenevka,поселок Леневка,57.742,60.086,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Leninskiy,поселок Ленинский,56.413,61.28,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Lesnoy,поселок Лесной,57.619,63.083,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Lobva,поселок Лобва,59.185,60.512,6,
Sverdlovsk Oblast,Свердловская область,Settlement,Lopatkovo,поселок Лопатково,57.847,63.371,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Losinyy,поселок Лосиный,57.138,61.068,5,
Sverdlovsk Oblast,Свердловская область,Settlement,Lugovskoy,поселок Луговской,56.959,64.527,3,
Sverdlovsk Oblast,Свердловская область,Settlement,Marsyaty,поселок Марсяты,60.044,60.478,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Maslovo,поселок Маслово,60.113,60.459,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Michurinskiy,поселок Мичуринский,56.791,60.473,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Monetnyy,поселок Монетный,57.049,60.881,8,
Sverdlovsk Oblast,Свердловская область,Settlement,Murzinka,поселок Мурзинка,57.176,60.097,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Nezevay,поселок Незевай,57.498,61.808,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Neyvo-Rudyanka,поселок Нейво-Рудянка,57.342,60.143,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Novaya Elnya,поселок Новая Ельня,56.621,59.239,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Novoasbest,поселок Новоасбест,57.742,60.286,3,
Sverdlovsk Oblast,Свердловская область,Settlement,Novoselovo,поселок Новоселово,58.966,63.752,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Novoutkinsk,поселок Новоуткинск,56.998,59.546,3,
Sverdlovsk Oblast,Свердловская область,Settlement,Novyy,поселок Новый,56.821,62.811,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Ozernyy,поселок Озерный,57.301,61.209,5,Режевской округ
Sverdlovsk Oblast,Свердловская область,Settlement,Oktyabrskiy,поселок Октябрьский,56.64,60.816,7,Сысертский округ
Sverdlovsk Oblast,Свердловская область,Settlement,Ous,поселок Оус,60.907,61.518,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Pavda,поселок Павда,59.25,59.506,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Pervomayskiy,поселок Первомайский,56.729,63.014,2,Пышминский округ
Sverdlovsk Oblast,Свердловская область,Settlement,Pervomayskiy,поселок Первомайский,56.492,61.591,1,Каменский округ
Sverdlovsk Oblast,Свердловская область,Settlement,Pervomayskiy,поселок Первомайский,56.612,60.806,8,Сысертский округ
Sverdlovsk Oblast,Свердловская область,Settlement,Pionerskiy,поселок Пионерский,57.105,63.75,6,
Sverdlovsk Oblast,Свердловская область,Settlement,Polovinnyy,поселок Половинный,57.337,59.924,1,Городской округ Верхний Тагил
Sverdlovsk Oblast,Свердловская область,Settlement,Polunochnoe,поселок Полуночное,60.868,60.425,3,
Sverdlovsk Oblast,Свердловская область,Settlement,Privokzalnyy,поселок Привокзальный,58.882,60.729,7,
Sverdlovsk Oblast,Свердловская область,Settlement,Prokhladnyy,поселок Прохладный,56.748,60.939,3,
Sverdlovsk Oblast,Свердловская область,Settlement,Pudlingovyy,поселок Пудлинговый,56.5,57.534,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Rebristyy,поселок Ребристый,57.465,60.271,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Reshety,поселок Решеты,56.838,60.228,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Sadovyy,поселок Садовый,56.956,60.677,4,
Sverdlovsk Oblast,Свердловская область,Settlement,Sarana,поселок Сарана,56.477,57.734,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Sarapulka,поселок Сарапулка,56.866,61.058,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Sarga,поселок Сарга,57.198,58.941,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Saryanka,поселок Сарьянка,58.502,64.779,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Svetlyy,поселок Светлый,56.711,60.817,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Severka,поселок Северка,56.867,60.294,1,Городской округ муниципальное образование город Екатеринбург
Sverdlovsk Oblast,Свердловская область,Settlement,Severnyy,поселок Северный,60.982,60.393,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Signalnyy,поселок Сигнальный,58.794,59.782,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Sinegorskiy,поселок Синегорский,57.894,59.52,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Sovkhoznyy,поселок Совхозный,56.555,61.444,4,Белоярский округ
Sverdlovsk Oblast,Свердловская область,Settlement,Sovkhoznyy,поселок Совхозный,56.763,60.556,1,Городской округ муниципальное образование город Екатеринбург
Sverdlovsk Oblast,Свердловская область,Settlement,Sosnovka,поселок Сосновка,59.933,59.811,1,Городской округ Карпинск
Sverdlovsk Oblast,Свердловская область,Settlement,Sosnovyy Bor,поселок Сосновый Бор,57.372,62.267,4,
Sverdlovsk Oblast,Свердловская область,Settlement,Stanovaya,поселок Становая,56.897,60.999,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Stantsionnyy-Polevskoy,поселок Станционный-Полевской,56.496,60.246,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Staropyshminsk,поселок Старопышминск,56.935,60.895,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Stepnoy,поселок Степной,56.341,61.902,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Studencheskiy,поселок Студенческий,56.696,61.265,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Troitskiy,поселок Троицкий,57.06,63.742,27,
Sverdlovsk Oblast,Свердловская область,Settlement,Tugulym,поселок Тугулым,57.068,64.551,2,
Sverdlovsk Oblast,Свердловская область,Settlement,Uralets,поселок Уралец,57.66,59.653,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Ufimskiy,поселок Уфимский,56.707,58.055,3,
Sverdlovsk Oblast,Свердловская область,Settlement,Fabrichnoe,поселок Фабричное,58.092,63.764,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Tsementnyy,поселок Цементный,57.482,60.161,8,
Sverdlovsk Oblast,Свердловская область,Settlement,Cheremukhovo,поселок Черемухово,60.347,59.986,7,
Sverdlovsk Oblast,Свердловская область,Settlement,Chernoistochinsk,поселок Черноисточинск,57.731,59.87,1,
Sverdlovsk Oblast,Свердловская область,Settlement,Shabrovskiy,поселок Шабровский,56.64,60.574,1,
