region_en,region_ru,settlement_type,settlement_en,settlement_ru,lat,lon,deaths,district_ru
Moscow,Москва,City,Moskva,город Москва,55.756,37.618,3437,
Moscow,Москва,City,Zelenograd,город Зеленоград,55.992,37.214,41,
Moscow,Москва,City,Moskovskiy,город Московский,55.597,37.359,1,Новомосковский административный округ
Moscow,Москва,City,Shcherbinka,город Щербинка,55.509,37.563,1,Новомосковский административный округ
Moscow,Москва,,dachnyy poselok Kokoshkino,дачный поселок Кокошкино,55.598,37.172,1,
Moscow,Москва,Village,Vasyunino,деревня Васюнино,55.239,37.009,1,Троицкий административный округ
Moscow,Москва,Village,Yakovlevo,деревня Яковлево,55.48,37.391,1,Новомосковский административный округ
Moscow,Москва,Settlement,Akulovo,поселок Акулово,56.007,37.796,1,
Moscow,Москва,Settlement,Voskresenskoe,поселок Воскресенское,55.53,37.446,1,
Moscow,Москва,Settlement,Ptichnoe,поселок Птичное,55.525,37.222,1,Троицкий административный округ
Moscow,Москва,Settlement,Rublevo,поселок Рублево,55.786,37.356,1,
Moscow,Москва,Settlement,Tolstopaltsevo,поселок Толстопальцево,55.613,37.211,1,
Moscow,Москва,Settlement,zavoda Mosrentgen,поселок завода Мосрентген,55.621,37.474,1,Новомосковский административный округ
Moscow,Москва,Village,Mikhaylovskoe,село Михайловское,55.408,37.168,1,Троицкий административный округ
Saint Petersburg,Санкт-Петербург,City,Sankt-Peterburg,город Санкт-Петербург,59.939,30.316,2133,
Saint Petersburg,Санкт-Петербург,City,Kolpino,город Колпино,59.749,30.596,45,
Saint Petersburg,Санкт-Петербург,City,Kronshtadt,город Кронштадт,59.992,29.776,13,
Saint Petersburg,Санкт-Петербург,Settlement,Shushary,поселок Шушары,59.807,30.38,11,
Saint Petersburg,Санкт-Петербург,City,Petergof,город Петергоф,59.881,29.907,10,
Saint Petersburg,Санкт-Петербург,City,Zelenogorsk,город Зеленогорск,60.198,29.707,2,
Saint Petersburg,Санкт-Петербург,City,Krasnoe Selo,город Красное Село,59.734,30.086,3,
Saint Petersburg,Санкт-Петербург,City,Lomonosov,город Ломоносов,59.911,29.776,3,
Saint Petersburg,Санкт-Петербург,City,Pavlovsk,город Павловск,59.686,30.433,5,
Saint Petersburg,Санкт-Петербург,City,Pushkin,город Пушкин,59.722,30.417,9,
Saint Petersburg,Санкт-Петербург,City,Sestroretsk,город Сестрорецк,60.093,29.972,6,
Saint Petersburg,Санкт-Петербург,Settlement,Aleksandrovskaya,поселок Александровская,59.733,30.342,1,
Saint Petersburg,Санкт-Петербург,Settlement,Levashovo,поселок Левашово,60.104,30.206,1,
Saint Petersburg,Санкт-Петербург,Settlement,Metallostroy,поселок Металлострой,59.808,30.574,1,
Saint Petersburg,Санкт-Петербург,Settlement,Pesochnyy,поселок Песочный,60.124,30.16,5,
Saint Petersburg,Санкт-Петербург,Settlement,Pontonnyy,поселок Понтонный,59.783,30.636,1,
Saint Petersburg,Санкт-Петербург,Settlement,Repino,поселок Репино,60.168,29.861,1,
Saint Petersburg,Санкт-Петербург,Settlement,Strelna,поселок Стрельна,59.853,30.034,1,
Saint Petersburg,Санкт-Петербург,Settlement,Tyarlevo,поселок Тярлево,59.702,30.445,1,
Adygea,Республика Адыгея,City,Maykop,город Майкоп,44.61,40.101,164,
Adygea,Республика Адыгея,Urban-type settlement,Yablonovskiy,пгт Яблоновский,44.981,38.936,22,
Adygea,Республика Адыгея,Urban-type settlement,Enem,пгт Энем,44.926,38.911,17,
Adygea,Республика Адыгея,Stanitsa,Giaginskaya,станица Гиагинская,44.885,40.058,15,
Adygea,Республика Адыгея,Settlement,Tulskiy,поселок Тульский,44.51,40.172,11,
Adygea,Республика Адыгея,Aul,Afipsip,аул Афипсип,44.996,38.778,1,
Adygea,Республика Адыгея,Aul,Gabukay,аул Габукай,44.928,39.565,1,
Adygea,Республика Адыгея,Aul,Koshekhabl,аул Кошехабль,44.9,40.503,1,
Adygea,Республика Адыгея,Aul,Mamkheg,аул Мамхег,45.007,40.221,1,
Adygea,Республика Адыгея,Aul,Novobzhegokay,аул Новобжегокай,44.932,38.839,3,
Adygea,Республика Адыгея,Aul,Ponezhukay,аул Понежукай,44.887,39.383,3,
Adygea,Республика Адыгея,Aul,Pchegatlukay,аул Пчегатлукай,44.883,39.265,1,
Adygea,Республика Адыгея,Aul,Khakurinokhabl,аул Хакуринохабль,45.019,40.236,1,
Adygea,Республика Адыгея,Aul,Khatazhukay,аул Хатажукай,45.071,40.187,1,
Adygea,Республика Адыгея,Aul,Khatukay,аул Хатукай,45.189,39.664,1,
Adygea,Республика Адыгея,Aul,Shendzhiy,аул Шенджий,44.883,39.065,3,
Adygea,Республика Адыгея,City,Adygeysk,город Адыгейск,44.878,39.19,7,
Adygea,Республика Адыгея,Urban-type settlement,Tlyustenkhabl,пгт Тлюстенхабль,44.982,39.096,3,
Adygea,Республика Адыгея,Settlement,Goncharka,поселок Гончарка,44.806,39.957,1,
Adygea,Республика Адыгея,Settlement,Druzhba,поселок Дружба,44.928,40.37,1,
Adygea,Республика Адыгея,Settlement,Druzhnyy,поселок Дружный,44.956,38.893,1,
Adygea,Республика Адыгея,Settlement,Zarevo,поселок Зарево,45.001,40.079,3,
Adygea,Республика Адыгея,Settlement,Kamennomostskiy,поселок Каменномостский,44.312,40.193,7,
Adygea,Республика Адыгея,Settlement,Krasnooktyabrskiy,поселок Краснооктябрьский,44.579,40.077,3,
Adygea,Республика Адыгея,Settlement,Lesnoy,поселок Лесной,44.798,40.186,1,Гиагинский р-н
Adygea,Республика Адыгея,Settlement,Mayskiy,поселок Майский,44.776,40.55,2,
Adygea,Республика Адыгея,Settlement,Naberezhnyy,поселок Набережный,45.212,39.63,1,
Adygea,Республика Адыгея,Settlement,Novyy,поселок Новый,45.005,38.977,1,Тахтамукайский р-н
Adygea,Республика Адыгея,Settlement,Novyy,поселок Новый,44.935,40.176,1,Гиагинский р-н
Adygea,Республика Адыгея,Settlement,Pervomayskiy,поселок Первомайский,44.407,40.184,3,
Adygea,Республика Адыгея,Settlement,Pobeda,поселок Победа,44.562,40.144,1,Майкопский р-н
Adygea,Республика Адыгея,Settlement,Prikubanskiy,поселок Прикубанский,44.954,39.026,3,
Adygea,Республика Адыгея,Settlement,Sadovyy,поселок Садовый,44.449,40.145,1,
Adygea,Республика Адыгея,Settlement,Sovkhoznyy,поселок Совхозный,44.542,40.153,2,
Adygea,Республика Адыгея,Settlement,Tabachnyy,поселок Табачный,44.556,40.092,2,
Adygea,Республика Адыгея,Settlement,Timiryazeva,поселок Тимирязева,44.47,40.169,2,
Adygea,Республика Адыгея,Settlement,Trekhrechnyy,поселок Трехречный,44.659,40.395,1,
Adygea,Республика Адыгея,Settlement,Udobnyy,поселок Удобный,44.552,40.159,1,
Adygea,Республика Адыгея,Settlement,Chekhrak,поселок Чехрак,44.937,40.377,1,
Adygea,Республика Адыгея,Village,Beloe,село Белое,45.048,39.651,1,
Adygea,Республика Адыгея,Village,Bolshesidorovskoe,село Большесидоровское,45.032,39.84,1,
Adygea,Республика Адыгея,Village,Verkhnenazarovskoe,село Верхненазаровское,45.006,39.752,1,
Adygea,Республика Адыгея,Village,Volnoe,село Вольное,44.619,40.707,4,
Adygea,Республика Адыгея,Village,Georgievskoe,село Георгиевское,44.762,40.407,1,
Adygea,Республика Адыгея,Village,Elenovskoe,село Еленовское,45.096,39.724,1,
Adygea,Республика Адыгея,Village,Krasnogvardeyskoe,село Красногвардейское,45.144,39.59,8,
Adygea,Республика Адыгея,Village,Natyrbovo,село Натырбово,44.731,40.622,4,
Adygea,Республика Адыгея,Village,Novoprokhladnoe,село Новопрохладное,44.138,40.287,1,
Adygea,Республика Адыгея,Village,Preobrazhenskoe,село Преображенское,45.085,39.625,1,
Adygea,Республика Адыгея,Village,Khamyshki,село Хамышки,44.097,40.131,1,
Adygea,Республика Адыгея,Stanitsa,Abadzekhskaya,станица Абадзехская,44.394,40.22,5,
Adygea,Республика Адыгея,Stanitsa,Dagestanskaya,станица Дагестанская,44.375,40.02,1,
Adygea,Республика Адыгея,Stanitsa,Dondukovskaya,станица Дондуковская,44.877,40.36,9,
Adygea,Республика Адыгея,Stanitsa,Kelermesskaya,станица Келермесская,44.791,40.131,5,
Adygea,Республика Адыгея,Stanitsa,Kuzhorskaya,станица Кужорская,44.669,40.308,7,
Adygea,Республика Адыгея,Stanitsa,Kurdzhipskaya,станица Курджипская,44.461,40.057,4,
Adygea,Республика Адыгея,Stanitsa,Novosvobodnaya,станица Новосвободная,44.352,40.413,1,
Adygea,Республика Адыгея,Stanitsa,Khanskaya,станица Ханская,44.675,39.961,5,
Adygea,Республика Адыгея,Khutor,17 let Oktyabrya,хутор 17 лет Октября,44.632,40.192,1,
Adygea,Республика Адыгея,Khutor,Volnyy,хутор Вольный,44.683,40.188,1,
Adygea,Республика Адыгея,Khutor,Dukmasov,хутор Дукмасов,45.006,39.914,3,
Adygea,Республика Адыгея,Khutor,Ignatevskiy,хутор Игнатьевский,44.848,40.451,2,
Adygea,Республика Адыгея,Khutor,Kalinin,хутор Калинин,44.707,40.133,1,
Adygea,Республика Адыгея,Khutor,Kartsev,хутор Карцев,44.748,40.359,1,
Adygea,Республика Адыгея,Khutor,Krasnaya Ulka,хутор Красная Улька,44.695,40.177,1,
Adygea,Республика Адыгея,Khutor,Krasnenskiy,хутор Красненский,44.851,39.169,1,
Adygea,Республика Адыгея,Khutor,Krasnyy,хутор Красный,44.767,40.522,1,
Adygea,Республика Адыгея,Khutor,Kurskiy,хутор Курский,44.779,40.367,1,
Adygea,Республика Адыгея,Khutor,Novorusov,хутор Новорусов,44.989,40.145,1,
Adygea,Республика Адыгея,Khutor,Novyy Sad,хутор Новый Сад,44.906,38.907,3,
Adygea,Республика Адыгея,Khutor,Petrov,хутор Петров,44.936,39.504,1,
Adygea,Республика Адыгея,Khutor,Proletarskiy,хутор Пролетарский,44.618,40.175,1,
Adygea,Республика Адыгея,Khutor,Sadovyy,хутор Садовый,44.837,40.236,1,Гиагинский р-н
Adygea,Республика Адыгея,Khutor,Saratovskiy,хутор Саратовский,45.098,39.763,1,
Adygea,Республика Адыгея,Khutor,Sovetskiy,хутор Советский,44.669,40.099,1,
Adygea,Республика Адыгея,Khutor,Supovskiy,хутор Суповский,44.901,38.944,1,
Adygea,Республика Адыгея,Khutor,Tambovskiy,хутор Тамбовский,44.755,40.375,1,
Adygea,Республика Адыгея,Khutor,Tikhonov,хутор Тихонов,44.962,39.957,1,
Adygea,Республика Адыгея,Khutor,Khapachev,хутор Хапачев,45.093,40.232,1,
Adygea,Республика Адыгея,Khutor,Khomuty,хутор Хомуты,45.005,38.901,1,
Adygea,Республика Адыгея,Khutor,Chekhrak,хутор Чехрак,44.757,40.528,1,
Adygea,Республика Адыгея,Khutor,Shevchenko,хутор Шевченко,44.897,39.523,1,
Adygea,Республика Адыгея,Khutor,Shuntuk,хутор Шунтук,44.451,40.17,1,
Altai Republic,Республика Алтай,City,Gorno-Altaysk,город Горно-Алтайск,51.958,85.96,127,
Altai Republic,Республика Алтай,Village,Mayma,село Майма,52.004,85.896,26,
Altai Republic,Республика Алтай,Village,Shebalino,село Шебалино,51.292,85.674,25,
Altai Republic,Республика Алтай,Village,Kosh-Agach,село Кош-Агач,49.997,88.662,24,
Altai Republic,Республика Алтай,Village,Turochak,село Турочак,52.257,87.122,24,
Altai Republic,Республика Алтай,Settlement,Alferovo,поселок Алферово,51.974,86.002,3,
Altai Republic,Республика Алтай,Settlement,Berezovka,поселок Березовка,50.242,85.534,1,
Altai Republic,Республика Алтай,Settlement,Gagarka,поселок Гагарка,50.23,85.686,1,
Altai Republic,Республика Алтай,Settlement,Dubrovka,поселок Дубровка,51.928,85.839,2,
Altai Republic,Республика Алтай,Settlement,Karlushka,поселок Карлушка,51.981,85.853,1,
Altai Republic,Республика Алтай,Settlement,Kurunda,поселок Курунда,50.322,85.765,2,
Altai Republic,Республика Алтай,Settlement,Kucherla,поселок Кучерла,50.145,86.326,2,
Altai Republic,Республика Алтай,Settlement,Maralovodka,поселок Мараловодка,50.118,85.462,1,
Altai Republic,Республика Алтай,Settlement,Oktyabrskoe,поселок Октябрьское,50.24,85.726,1,
Altai Republic,Республика Алтай,Settlement,Terekta,поселок Теректа,50.293,85.873,1,
Altai Republic,Республика Алтай,Settlement,Ust-Sema,поселок Усть-Сема,51.645,85.76,1,
Altai Republic,Республика Алтай,Village,Abay,село Абай,50.433,85.055,2,
Altai Republic,Республика Алтай,Village,Aktal,село Актал,49.919,88.893,2,
Altai Republic,Республика Алтай,Village,Aktash,село Акташ,50.307,87.598,10,
Altai Republic,Республика Алтай,Village,Aktel,село Актел,51.519,85.666,4,
Altai Republic,Республика Алтай,Village,Amur,село Амур,50.398,85.117,2,
Altai Republic,Республика Алтай,Village,Anos,село Анос,51.5,85.946,2,
Altai Republic,Республика Алтай,Village,Arbayta,село Арбайта,51.328,85.61,1,
Altai Republic,Республика Алтай,Village,Artybash,село Артыбаш,51.793,87.265,2,
Altai Republic,Республика Алтай,Village,Ayula,село Аюла,51.435,85.975,3,
Altai Republic,Республика Алтай,Village,Balyktuyul,село Балыктуюль,50.759,88.041,8,
Altai Republic,Республика Алтай,Village,Balykcha,село Балыкча,51.287,87.719,8,
Altai Republic,Республика Алтай,Village,Bannoe,село Банное,50.378,84.868,5,
Altai Republic,Республика Алтай,Village,Baragash,село Барагаш,51.272,85.195,8,
Altai Republic,Республика Алтай,Village,Bashtala,село Баштала,50.286,85.659,1,
Altai Republic,Республика Алтай,Village,Belyy Anuy,село Белый Ануй,51.231,84.9,3,
Altai Republic,Республика Алтай,Village,Beltir,село Бельтир,49.977,88.176,6,
Altai Republic,Республика Алтай,Village,Belyashi,село Беляши,49.706,87.425,7,
Altai Republic,Республика Алтай,Village,Besh-Ozek,село Беш-Озек,51.12,85.247,1,
Altai Republic,Республика Алтай,Village,Biyka,село Бийка,51.931,87.656,3,
Altai Republic,Республика Алтай,Village,Bichiktu-Boom,село Бичикту-Боом,50.791,85.912,2,
Altai Republic,Республика Алтай,Village,Bolshoy Yaloman,село Большой Яломан,50.489,86.417,1,
Altai Republic,Республика Алтай,Village,Verkh-Anuy,село Верх-Ануй,51.144,84.979,3,
Altai Republic,Республика Алтай,Village,Verkh-Apshuyakhta,село Верх-Апшуяхта,51.234,85.898,1,
Altai Republic,Республика Алтай,Village,Verkh-Biysk,село Верх-Бийск,52.037,87.091,1,
Altai Republic,Республика Алтай,Village,Verkh-Karaguzh,село Верх-Карагуж,52.056,86.052,1,
Altai Republic,Республика Алтай,Village,Verkh-Muta,село Верх-Мута,51.195,84.671,1,
Altai Republic,Республика Алтай,Village,Verkh-Uymon,село Верх-Уймон,50.213,85.738,3,
Altai Republic,Республика Алтай,Village,Verkh-Yabogan,село Верх-Ябоган,50.928,85.233,1,
Altai Republic,Республика Алтай,Village,Vladimirovka,село Владимировка,51.048,84.208,1,
Altai Republic,Республика Алтай,Village,Dmitrievka,село Дмитриевка,52.434,86.922,2,
Altai Republic,Республика Алтай,Village,Dektiek,село Дъектиек,51.271,85.608,1,
Altai Republic,Республика Алтай,Village,Zhana-Aul,село Жана-Аул,49.846,88.923,2,
Altai Republic,Республика Алтай,Village,Ilinka,село Ильинка,51.444,85.104,2,
Altai Republic,Республика Алтай,Village,Inegen,село Инегень,50.322,86.694,1,
Altai Republic,Республика Алтай,Village,Inya,село Иня,50.452,86.627,6,
Altai Republic,Республика Алтай,Village,Iogach,село Иогач,51.784,87.257,6,
Altai Republic,Республика Алтай,Village,Iodro,село Иодро,50.4,86.977,4,
Altai Republic,Республика Алтай,Village,Kaysyn,село Кайсын,50.951,84.593,1,
Altai Republic,Республика Алтай,Village,Kara Koby,село Кара Кобы,50.815,85.579,3,
Altai Republic,Республика Алтай,Village,Kara-Kudyur,село Кара-Кудюр,50.671,87.828,3,
Altai Republic,Республика Алтай,Village,Karagay,село Карагай,50.395,84.62,1,
Altai Republic,Республика Алтай,Village,Karakoksha,село Каракокша,51.766,86.697,5,
Altai Republic,Республика Алтай,Village,Karasuk,село Карасук,51.85,86.142,1,
Altai Republic,Республика Алтай,Village,Kaspa,село Каспа,51.116,86.013,2,
Altai Republic,Республика Алтай,Village,Katanda,село Катанда,50.165,86.177,4,
Altai Republic,Республика Алтай,Village,Kebezen,село Кебезень,51.909,87.103,4,
Altai Republic,Республика Алтай,Village,Keley,село Келей,51.18,84.756,1,
Altai Republic,Республика Алтай,Village,Kozul,село Козуль,50.975,84.686,6,
Altai Republic,Республика Алтай,Village,Kok-Pash,село Кок-Паш,51.183,87.766,1,
Altai Republic,Республика Алтай,Village,Kokorya,село Кокоря,49.915,88.998,11,
Altai Republic,Республика Алтай,Village,Koo,село Коо,51.097,87.898,1,
Altai Republic,Республика Алтай,Village,Krasnoselsk,село Красносельск,51.811,86.797,1,
Altai Republic,Республика Алтай,Village,Kuzya,село Кузя,51.759,86.721,2,
Altai Republic,Республика Алтай,Village,Kulada,село Кулада,50.688,85.787,4,
Altai Republic,Республика Алтай,Village,Kumalyr,село Кумалыр,51.204,85.62,1,
Altai Republic,Республика Алтай,Village,Kupchegen,село Купчегень,50.624,86.421,6,
Altai Republic,Республика Алтай,Village,Kuray,село Курай,50.233,87.93,6,
Altai Republic,Республика Алтай,Village,Kurmach-Baygol,село Курмач-Байгол,52.127,87.659,1,
Altai Republic,Республика Алтай,Village,Kuyus,село Куюс,51.028,86.234,1,
Altai Republic,Республика Алтай,Village,Kyzyl-Ozek,село Кызыл-Озек,51.892,85.996,17,
Altai Republic,Республика Алтай,Village,Kyzyl-Tash,село Кызыл-Таш,50.216,87.941,5,
Altai Republic,Республика Алтай,Village,Kyrlyk,село Кырлык,50.806,84.947,8,
Altai Republic,Республика Алтай,Village,Maysk,село Майск,52.332,88.142,1,
Altai Republic,Республика Алтай,Village,Malaya Inya,село Малая Иня,50.448,86.683,1,
Altai Republic,Республика Алтай,Village,Malaya Cherga,село Малая Черга,51.343,85.553,1,
Altai Republic,Республика Алтай,Village,Malyy Yaloman,село Малый Яломан,50.498,86.576,2,
Altai Republic,Республика Алтай,Village,Manzherok,село Манжерок,51.831,85.777,3,
Altai Republic,Республика Алтай,Village,Mendur-Sokkon,село Мендур-Соккон,50.794,84.81,8,
Altai Republic,Республика Алтай,Village,Mukhor-Tarkhata,село Мухор-Тархата,49.989,88.533,6,
Altai Republic,Республика Алтай,Village,Myyuta,село Мыюта,51.418,85.62,1,
Altai Republic,Республика Алтай,Village,Nizhnyaya Talda,село Нижняя Талда,50.852,85.982,3,
Altai Republic,Республика Алтай,Village,Novyy Beltir,село Новый Бельтир,49.93,88.603,3,
Altai Republic,Республика Алтай,Village,Ognevka,село Огневка,50.233,85.52,5,
Altai Republic,Республика Алтай,Village,Ozernoe,село Озерное,50.908,85.579,1,Онгудайский р-н
Altai Republic,Республика Алтай,Village,Ozero-Kureevo,село Озеро-Куреево,52.464,86.751,3,
Altai Republic,Республика Алтай,Village,Onguday,село Онгудай,50.75,86.134,22,
Altai Republic,Республика Алтай,Village,Oro,село Оро,50.912,85,1,
Altai Republic,Республика Алтай,Village,Oroktoy,село Ороктой,51.054,86.112,1,
Altai Republic,Республика Алтай,Village,Ortolyk,село Ортолык,50.034,88.502,7,
Altai Republic,Республика Алтай,Village,Pasparta,село Паспарта,50.835,87.882,2,
Altai Republic,Республика Алтай,Village,Podgornoe,село Подгорное,52.033,85.894,1,
Altai Republic,Республика Алтай,Village,Saratan,село Саратан,50.521,88.263,5,
Altai Republic,Республика Алтай,Village,Seyka,село Сейка,51.884,86.734,2,
Altai Republic,Республика Алтай,Village,Souzga,село Соузга,51.887,85.851,2,
Altai Republic,Республика Алтай,Village,Staryy Kebezen,село Старый Кебезень,51.913,87.126,2,
Altai Republic,Республика Алтай,Village,Sugash,село Сугаш,50.566,84.96,2,
Altai Republic,Республика Алтай,Village,Talda,село Талда,50.505,85.021,5,Усть-Коксинский р-н
Altai Republic,Республика Алтай,Village,Talda,село Талда,50.841,85.769,3,Онгудайский р-н
Altai Republic,Республика Алтай,Village,Tashanta,село Ташанта,49.716,89.194,1,
Altai Republic,Республика Алтай,Village,Telengit-Sortogoy,село Теленгит-Сортогой,50.012,88.748,4,
Altai Republic,Республика Алтай,Village,Tenga,село Теньга,50.838,85.652,1,
Altai Republic,Республика Алтай,Village,Tikhonkaya,село Тихонькая,50.203,85.8,1,
Altai Republic,Республика Алтай,Village,Tobeler,село Тобелер,49.915,88.793,6,
Altai Republic,Республика Алтай,Village,Tolgoek,село Толгоек,51.34,86.059,1,
Altai Republic,Республика Алтай,Village,Tondoshka,село Тондошка,52.122,87.111,1,
Altai Republic,Республика Алтай,Village,Topuchaya,село Топучая,51.126,85.587,1,
Altai Republic,Республика Алтай,Village,Tuekta,село Туекта,50.838,85.88,3,
Altai Republic,Республика Алтай,Village,Tuloy,село Тулой,52.005,87.123,1,
Altai Republic,Республика Алтай,Village,Tunzha,село Туньжа,52.008,86.469,1,
Altai Republic,Республика Алтай,Village,Tyudrala,село Тюдрала,50.993,84.484,5,
Altai Republic,Республика Алтай,Village,Tyungur,село Тюнгур,50.161,86.315,3,
Altai Republic,Республика Алтай,Village,Udalovka,село Удаловка,52.355,86.942,1,
Altai Republic,Республика Алтай,Village,Uznezya,село Узнезя,51.529,85.934,1,
Altai Republic,Республика Алтай,Village,Uymen,село Уймень,51.657,86.921,3,
Altai Republic,Республика Алтай,Village,Ulagan,село Улаган,50.632,87.956,24,
Altai Republic,Республика Алтай,Village,Ulita,село Улита,50.71,86.21,2,
Altai Republic,Республика Алтай,Village,Uluscherga,село Улусчерга,51.51,85.444,2,
Altai Republic,Республика Алтай,Village,Uskuch,село Ускуч,52.036,86.909,3,
Altai Republic,Республика Алтай,Village,Ust-Kan,село Усть-Кан,50.929,84.762,16,
Altai Republic,Республика Алтай,Village,Ust-Koksa,село Усть-Кокса,50.269,85.616,7,
Altai Republic,Республика Алтай,Village,Ust-Kumir,село Усть-Кумир,51.031,84.288,1,
Altai Republic,Республика Алтай,Village,Ust-Muny,село Усть-Муны,51.722,85.763,1,
Altai Republic,Республика Алтай,Village,Ust-Muta,село Усть-Мута,51.232,84.754,1,
Altai Republic,Республика Алтай,Village,Ust-Pyzha,село Усть-Пыжа,51.859,87.092,3,
Altai Republic,Республика Алтай,Village,Khabarovka,село Хабаровка,50.685,86.287,1,
Altai Republic,Республика Алтай,Village,Chagan-Uzun,село Чаган-Узун,50.102,88.361,5,
Altai Republic,Республика Алтай,Village,Chemal,село Чемал,51.408,86.002,17,
Altai Republic,Республика Алтай,Village,Chendek,село Чендек,50.266,85.958,3,
Altai Republic,Республика Алтай,Village,Cheposh,село Чепош,51.587,85.834,3,
Altai Republic,Республика Алтай,Village,Cherga,село Черга,51.569,85.567,9,
Altai Republic,Республика Алтай,Village,Chernyy Anuy,село Черный Ануй,51.357,84.727,1,
Altai Republic,Республика Алтай,Village,Chibilya,село Чибиля,50.622,87.918,3,
Altai Republic,Республика Алтай,Village,Chibit,село Чибит,50.318,87.506,3,
Altai Republic,Республика Алтай,Village,Choya,село Чоя,52.011,86.546,2,
Altai Republic,Республика Алтай,Village,Chuyka,село Чуйка,51.967,87.509,1,
Altai Republic,Республика Алтай,Village,Shashikman,село Шашикман,50.792,86.058,6,
Altai Republic,Республика Алтай,Village,Ynyrga,село Ынырга,51.825,86.79,2,
Altai Republic,Республика Алтай,Village,Edigan,село Эдиган,51.11,86.261,1,
Altai Republic,Республика Алтай,Village,Elekmonar,село Элекмонар,51.458,85.999,6,
Altai Republic,Республика Алтай,Village,Yustik,село Юстик,50.357,85.243,2,
Altai Republic,Республика Алтай,Village,Yabogan,село Ябоган,50.908,85.071,12,
Altai Republic,Республика Алтай,Village,Yazula,село Язула,50.617,88.773,2,
Altai Republic,Республика Алтай,Village,Yakonur,село Яконур,51.036,84.874,9,
Altai Krai,Алтайский край,City,Barnaul,город Барнаул,53.348,83.78,709,
Altai Krai,Алтайский край,City,Biysk,город Бийск,52.539,85.214,257,
Altai Krai,Алтайский край,City,Rubtsovsk,город Рубцовск,51.501,81.208,225,
Altai Krai,Алтайский край,City,Zarinsk,город Заринск,53.706,84.931,139,
Altai Krai,Алтайский край,City,Aleysk,город Алейск,52.492,82.78,136,
Altai Krai,Алтайский край,City,Belokurikha,город Белокуриха,51.996,84.984,18,
Altai Krai,Алтайский край,City,Gornyak,город Горняк,50.998,81.464,42,
Altai Krai,Алтайский край,City,Zmeinogorsk,город Змеиногорск,51.158,82.187,31,
Altai Krai,Алтайский край,City,Kamen-na-Obi,город Камень-на-Оби,53.791,81.355,85,
Altai Krai,Алтайский край,City,Novoaltaysk,город Новоалтайск,53.412,83.931,116,
Altai Krai,Алтайский край,City,Slavgorod,город Славгород,52.999,78.646,69,
Altai Krai,Алтайский край,City,Yarovoe,город Яровое,52.925,78.573,20,
Altai Krai,Алтайский край,Settlement,Aleksandrovskiy,поселок Александровский,52.389,82.929,1,
Altai Krai,Алтайский край,Settlement,Altay,поселок Алтай,53.005,83.381,2,
Altai Krai,Алтайский край,Settlement,Amurskiy,поселок Амурский,52.479,85.305,1,
Altai Krai,Алтайский край,Settlement,Bazhevo,поселок Бажево,53.414,83.993,1,
Altai Krai,Алтайский край,Settlement,Barchikha,поселок Барчиха,52.241,82.349,1,
Altai Krai,Алтайский край,Settlement,Batunnyy,поселок Батунный,53.665,84.819,1,
Altai Krai,Алтайский край,Settlement,Belovskiy,поселок Беловский,52.894,84.639,1,
Altai Krai,Алтайский край,Settlement,Bespalovskiy,поселок Беспаловский,51.194,82.246,2,
Altai Krai,Алтайский край,Settlement,Bogatskoe,поселок Богатское,53.466,79.048,1,
Altai Krai,Алтайский край,Settlement,Bolshevik,поселок Большевик,51.844,81.737,1,
Altai Krai,Алтайский край,Settlement,Borzovaya Zaimka,поселок Борзовая Заимка,53.29,83.659,1,
Altai Krai,Алтайский край,Settlement,Borisovskiy,поселок Борисовский,53.557,80.179,1,
Altai Krai,Алтайский край,Settlement,Borovlyanka,поселок Боровлянка,50.826,82.294,1,
Altai Krai,Алтайский край,Settlement,Borovoy,поселок Боровой,52.574,85.312,1,
Altai Krai,Алтайский край,Settlement,Boronskiy,поселок Боронский,53.172,80.09,1,
Altai Krai,Алтайский край,Settlement,Buranovka,поселок Бурановка,53.237,82.734,4,Павловский р-н
Altai Krai,Алтайский край,Settlement,Buranovka,поселок Бурановка,52.435,81.161,1,Романовский р-н
Altai Krai,Алтайский край,Settlement,Bursol,поселок Бурсоль,53.165,78.45,1,
Altai Krai,Алтайский край,Settlement,Varshava,поселок Варшава,51.427,81.778,1,
Altai Krai,Алтайский край,Settlement,Vasilevka,поселок Васильевка,51.933,83.749,1,Усть-Калманский р-н
Altai Krai,Алтайский край,Settlement,Verkh-Obskiy,поселок Верх-Обский,52.419,85.016,4,
Altai Krai,Алтайский край,Settlement,Voronezh,поселок Воронеж,51.196,82.01,1,
Altai Krai,Алтайский край,Settlement,Vostochnyy,поселок Восточный,53.732,83.823,1,Тальменский р-н
Altai Krai,Алтайский край,Settlement,Vostochnyy,поселок Восточный,52.052,83.509,1,Усть-Калманский р-н
Altai Krai,Алтайский край,Settlement,Voskhod,поселок Восход,52.726,84.96,2,Зональный р-н
Altai Krai,Алтайский край,Settlement,Gordeevskiy,поселок Гордеевский,53.109,84.678,3,
Altai Krai,Алтайский край,Settlement,Gorodetskiy,поселок Городецкий,52.707,78.979,2,
Altai Krai,Алтайский край,Settlement,Dalniy,поселок Дальний,51.479,81.688,2,
Altai Krai,Алтайский край,Settlement,Dobraya Volya,поселок Добрая Воля,52.902,81.243,1,
Altai Krai,Алтайский край,Settlement,Druzhba,поселок Дружба,52.691,83.056,2,Топчихинский р-н
