attribution,warspotting_total,oryx_total,destroyed,updated_through
Visually-confirmed losses only (photo/video). Sources: WarSpotting (ukr.warspotting.net) & Oryx (oryxspioenkop.com). A conservative lower bound; claims by either government are excluded.,23490,22558,18631,2026-08-09
